Batch Status,Cycle End Time,DataLabel,Program Number
OK,2020-06-07 17:50:00,612,16
Maintenance,2020-06-08 07:30:00,613,1
OK,2020-06-08 10:01:00,614,12
OK,2020-06-08 13:14:00,615,16
OK,2020-06-08 17:36:00,616,17
OK,2020-06-09 09:43:00,617,12
OK,2020-06-09 11:10:00,618,8
OK,2020-06-09 18:10:00,619,16
OK,2020-06-10 00:29:00,620,16
OK,2020-06-10 08:34:00,621,12
OK,2020-06-10 20:24:00,622,16
OK,2020-06-11 08:21:00,623,12
OK,2020-06-11 18:53:00,624,16
OK,2020-06-11 21:20:00,625,17
OK,2020-06-12 00:17:00,626,16
OK,2020-06-12 12:48:00,627,17
OK,2020-06-12 19:14:00,628,16
OK,2020-06-12 21:54:00,629,16
OK,2020-06-13 09:19:00,630,12
OK,2020-06-13 14:04:00,631,17
OK,2020-06-13 17:09:00,632,16
OK,2020-06-13 20:22:00,633,16
OK,2020-06-14 08:46:00,634,12
OK,2020-06-14 11:08:00,635,16
OK,2020-06-15 12:02:00,636,12
OK,2020-06-15 14:33:00,637,16
OK,2020-06-15 20:31:00,638,16
OK,2020-06-15 22:53:00,639,16
OK,2020-06-16 08:29:00,640,12
OK,2020-06-16 10:02:00,641,8
OK,2020-06-16 12:25:00,642,17
OK,2020-06-16 20:29:00,643,16
OK,2020-06-16 22:53:00,644,16
OK,2020-06-17 08:33:00,645,12
OK,2020-06-17 14:57:00,646,16
OK,2020-06-18 10:20:00,647,12
OK,2020-06-18 13:21:00,648,16
OK,2020-06-18 17:17:00,649,17
OK,2020-06-19 09:50:00,650,12
OK,2020-06-19 12:56:00,651,16
OK,2020-06-19 17:36:00,652,16
OK,2020-06-19 19:52:00,653,16
OK,2020-06-20 10:07:00,654,12
OK,2020-06-20 12:59:00,655,17
OK,2020-06-20 15:54:00,656,17
OK,2020-06-20 19:20:00,657,16
OK,2020-06-21 10:14:00,658,12
OK,2020-06-21 14:17:00,659,17
OK,2020-06-21 17:26:00,660,16
OK,2020-06-21 20:35:00,661,16
OK,2020-06-22 08:31:00,662,12
Maintenance,2020-06-22 10:31:00,663,1
OK,2020-06-22 14:10:00,664,17
OK,2020-06-22 17:25:00,665,16
OK,2020-06-22 19:57:00,666,16
OK,2020-06-23 08:10:00,667,12
OK,2020-06-23 10:18:00,668,8
OK,2020-06-23 13:03:00,669,17
OK,2020-06-23 17:55:00,670,16
OK,2020-06-23 20:43:00,671,17
OK,2020-06-24 07:32:00,672,12
FAILED,2020-06-24 10:21:00,673,17
OK,2020-06-24 12:45:00,674,17
OK,2020-06-24 15:05:00,675,17
OK,2020-06-24 18:07:00,676,16
OK,2020-06-24 22:33:00,677,16
OK,2020-06-25 08:33:00,678,12
OK,2020-06-25 14:31:00,679,16
OK,2020-06-25 17:23:00,680,17
OK,2020-06-25 19:45:00,681,16
OK,2020-06-26 19:29:00,682,16
OK,2020-06-27 07:57:00,683,12
OK,2020-06-27 10:16:00,684,16
OK,2020-06-27 14:03:00,685,16
OK,2020-06-27 21:50:00,686,16
OK,2020-06-29 08:49:00,687,12
Maintenance,2020-06-29 11:48:00,688,1
OK,2020-06-29 14:19:00,689,16
OK,2020-06-29 16:51:00,690,16
OK,2020-06-30 09:04:00,691,12
OK,2020-06-30 13:47:00,692,16
OK,2020-06-30 15:41:00,693,8
OK,2020-07-01 09:27:00,694,12
OK,2020-07-01 11:50:00,695,16
OK,2020-07-01 13:44:00,696,8
OK,2020-07-01 18:50:00,697,16
OK,2020-07-01 21:00:00,698,17
OK,2020-07-02 08:22:00,699,12
OK,2020-07-02 12:31:00,700,16
OK,2020-07-02 17:35:00,701,17
OK,2020-07-02 21:05:00,702,16
OK,2020-07-02 23:37:00,703,16
OK,2020-07-03 08:17:00,704,12
OK,2020-07-03 12:44:00,705,16
OK,2020-07-03 16:04:00,706,17
OK,2020-07-04 10:15:00,707,12
Maintenance,2020-07-04 14:32:00,708,2
OK,2020-07-05 11:36:00,709,12
OK,2020-07-05 14:41:00,710,16
OK,2020-07-05 17:41:00,711,16
Maintenance,2020-07-06 07:23:00,712,1
OK,2020-07-06 09:23:00,713,12
OK,2020-07-06 14:37:00,714,17
OK,2020-07-06 17:13:00,715,16
OK,2020-07-07 08:49:00,716,12
OK,2020-07-07 10:14:00,717,8
OK,2020-07-07 13:44:00,718,17
OK,2020-07-07 16:18:00,719,17
OK,2020-07-07 18:52:00,720,16
OK,2020-07-07 22:09:00,721,16
OK,2020-07-08 08:29:00,722,12
OK,2020-07-08 12:48:00,723,16
OK,2020-07-08 15:50:00,724,16
OK,2020-07-09 08:51:00,725,12
OK,2020-07-09 19:00:00,726,16
OK,2020-07-09 21:12:00,727,17
OK,2020-07-10 08:41:00,728,12
OK,2020-07-10 19:18:00,729,16
OK,2020-07-10 21:27:00,730,17
OK,2020-07-11 08:34:00,731,12
OK,2020-07-11 10:35:00,732,17
OK,2020-07-11 12:50:00,733,17
OK,2020-07-11 16:01:00,734,16
OK,2020-07-11 19:16:00,735,16
OK,2020-07-12 11:07:00,736,12
OK,2020-07-12 15:28:00,737,17
OK,2020-07-12 18:19:00,738,16
OK,2020-07-12 21:03:00,739,17
Maintenance,2020-07-13 07:56:00,740,1
OK,2020-07-13 08:54:00,741,12
OK,2020-07-13 19:39:00,742,16
OK,2020-07-14 09:58:00,743,12
OK,2020-07-14 12:26:00,744,16
OK,2020-07-14 14:46:00,745,16
OK,2020-07-14 18:23:00,746,16
OK,2020-07-14 20:32:00,747,17
OK,2020-07-14 22:04:00,748,8
OK,2020-07-15 09:40:00,749,12
OK,2020-07-15 20:58:00,750,16
OK,2020-07-16 08:26:00,751,12
OK,2020-07-16 13:01:00,752,17
OK,2020-07-16 15:16:00,753,17
OK,2020-07-16 17:54:00,754,16
OK,2020-07-17 08:32:00,755,12
OK,2020-07-17 14:24:00,756,16
OK,2020-07-17 16:33:00,757,16
OK,2020-07-17 19:23:00,758,17
Maintenance,2020-07-20 08:45:00,759,1
OK,2020-07-20 10:35:00,760,12
OK,2020-07-20 13:48:00,761,16
OK,2020-07-20 17:41:00,762,16
OK,2020-07-20 21:20:00,763,16
OK,2020-07-20 23:32:00,764,17
OK,2020-07-21 09:42:00,765,12
OK,2020-07-21 11:25:00,766,8
OK,2020-07-21 18:01:00,767,17
OK,2020-07-22 09:42:00,768,12
OK,2020-07-22 12:08:00,769,16
OK,2020-07-22 14:33:00,770,16
OK,2020-07-22 20:51:00,771,16
OK,2020-07-23 09:58:00,772,12
OK,2020-07-23 20:04:00,773,16
OK,2020-07-24 09:35:00,774,12
OK,2020-07-24 11:57:00,775,17
OK,2020-07-24 19:09:00,776,16
OK,2020-07-25 09:23:00,777,12
OK,2020-07-25 19:12:00,778,16
OK,2020-07-25 21:41:00,779,16
Maintenance,2020-07-27 09:24:00,780,1
OK,2020-07-27 10:58:00,781,12
OK,2020-07-27 13:49:00,782,16
OK,2020-07-27 18:15:00,783,16
OK,2020-07-27 20:59:00,784,16
OK,2020-07-27 23:40:00,785,16
OK,2020-07-31 09:44:00,786,12
OK,2020-07-31 12:40:00,787,16
OK,2020-07-31 14:21:00,788,8
OK,2020-07-31 17:05:00,789,17
OK,2020-07-31 19:41:00,790,16
OK,2020-07-31 22:19:00,791,17
OK,2020-08-01 08:52:00,792,12
OK,2020-08-01 11:14:00,793,8
OK,2020-08-02 08:33:00,794,12
OK,2020-08-02 10:55:00,795,16
OK,2020-08-02 16:21:00,796,16
Maintenance,2020-08-03 08:13:00,797,1
OK,2020-08-03 09:12:00,798,12
OK,2020-08-03 20:40:00,799,16
OK,2020-08-03 23:08:00,800,17
OK,2020-08-04 09:56:00,801,12
OK,2020-08-04 12:28:00,802,17
OK,2020-08-04 14:08:00,803,8
OK,2020-08-04 17:14:00,804,17
OK,2020-08-04 19:58:00,805,16
OK,2020-08-04 22:12:00,806,16
OK,2020-08-05 09:54:00,807,12
OK,2020-08-05 12:43:00,808,16
OK,2020-08-05 15:39:00,809,16
OK,2020-08-05 19:41:00,810,17
OK,2020-08-06 11:46:00,811,12
OK,2020-08-06 14:17:00,812,17
OK,2020-08-06 20:49:00,813,16
OK,2020-08-07 08:14:00,814,12
OK,2020-08-07 13:49:00,815,16
OK,2020-08-07 18:03:00,816,16
OK,2020-08-08 07:53:00,817,12
OK,2020-08-08 11:08:00,818,16
OK,2020-08-09 10:48:00,819,12
OK,2020-08-09 12:52:00,820,17
Maintenance,2020-08-10 07:55:00,821,1
OK,2020-08-10 08:48:00,822,12
OK,2020-08-10 10:55:00,823,17
OK,2020-08-11 08:27:00,824,12
OK,2020-08-11 10:03:00,825,8
OK,2020-08-11 14:28:00,826,16
OK,2020-08-11 17:47:00,827,17
OK,2020-08-12 08:16:00,828,12
FAILED,2020-08-12 10:01:00,829,16
OK,2020-08-12 13:16:00,830,16
Maintenance,2020-08-13 08:50:00,831,2
Maintenance,2020-08-13 09:38:00,832,1
OK,2020-08-13 10:41:00,833,12
FAILED,2020-08-13 14:13:00,834,21
OK,2020-08-13 15:49:00,835,11
OK,2020-08-13 18:23:00,836,16
FAILED,2020-08-13 20:47:00,837,21
OK,2020-08-14 09:08:00,838,12
OK,2020-08-14 13:26:00,839,16
FAILED,2020-08-14 15:40:00,840,21
OK,2020-08-14 17:08:00,841,12
OK,2020-08-14 18:33:00,842,12
OK,2020-08-15 14:32:00,843,12
OK,2020-08-16 10:00:00,844,12
OK,2020-08-16 12:50:00,845,16
OK,2020-08-16 15:43:00,846,16
Maintenance,2020-08-17 07:17:00,847,1
OK,2020-08-17 10:28:00,848,12
FAILED,2020-08-17 13:54:00,849,21
OK,2020-08-17 16:22:00,850,16
FAILED,2020-08-17 18:45:00,851,21
OK,2020-08-17 21:38:00,852,16
OK,2020-08-18 07:54:00,853,12
OK,2020-08-18 10:01:00,854,8
FAILED,2020-08-18 12:30:00,855,21
OK,2020-08-18 15:29:00,856,21
OK,2020-08-18 19:37:00,857,21
OK,2020-08-18 23:45:00,858,21
OK,2020-08-19 07:28:00,859,12
OK,2020-08-19 10:14:00,860,16
OK,2020-08-19 13:37:00,861,21
OK,2020-08-19 20:15:00,862,16
OK,2020-08-19 23:33:00,863,21
OK,2020-08-20 08:13:00,864,12
OK,2020-08-20 13:11:00,865,21
OK,2020-08-20 16:21:00,866,21
OK,2020-08-20 19:46:00,867,16
OK,2020-08-20 23:32:00,868,21
OK,2020-08-21 08:49:00,869,12
OK,2020-08-21 11:39:00,870,16
OK,2020-08-21 14:54:00,871,21
OK,2020-08-21 18:44:00,872,21
OK,2020-08-21 21:58:00,873,16
OK,2020-08-22 08:53:00,874,12
OK,2020-08-22 11:07:00,875,12
FAILED,2020-08-22 11:52:00,876,17
FAILED,2020-08-22 18:08:00,877,16
OK,2020-08-23 15:09:00,878,12
Maintenance,2020-08-24 09:57:00,879,1
OK,2020-08-24 12:46:00,880,12
Maintenance,2020-08-24 13:22:00,881,1
OK,2020-08-24 15:52:00,882,16
OK,2020-08-24 20:44:00,883,21
OK,2020-08-25 08:14:00,884,12
OK,2020-08-25 09:45:00,885,8
OK,2020-08-25 15:13:00,886,16
OK,2020-08-25 18:20:00,887,16
OK,2020-08-25 21:13:00,888,16
OK,2020-08-26 08:17:00,889,12
OK,2020-08-26 12:27:00,890,16
OK,2020-08-27 08:24:00,891,12
OK,2020-08-27 18:56:00,892,21
OK,2020-08-27 21:23:00,893,16
OK,2020-08-28 08:44:00,894,12
OK,2020-08-28 16:23:00,895,16
OK,2020-08-28 19:55:00,896,21
OK,2020-08-28 23:29:00,897,16
OK,2020-08-29 09:38:00,898,12
OK,2020-08-29 19:33:00,899,16
Maintenance,2020-08-31 08:12:00,900,1
OK,2020-08-31 09:09:00,901,12
OK,2020-08-31 21:43:00,902,16
OK,2020-09-01 08:45:00,903,12
OK,2020-09-01 12:12:00,904,8
OK,2020-09-01 16:03:00,905,16
OK,2020-09-02 09:53:00,906,12
OK,2020-09-02 18:06:00,907,16
OK,2020-09-02 20:40:00,908,16
OK,2020-09-03 10:13:00,909,12
OK,2020-09-04 20:29:00,910,16
Maintenance,2020-09-07 07:10:00,911,1
OK,2020-09-07 08:24:00,912,12
OK,2020-09-07 11:06:00,913,16
OK,2020-09-07 14:01:00,914,16
OK,2020-09-07 17:09:00,915,16
OK,2020-09-08 17:16:00,916,12
OK,2020-09-08 18:56:00,917,8
OK,2020-09-09 08:41:00,918,12
OK,2020-09-09 13:35:00,919,16
OK,2020-09-10 09:34:00,920,12
OK,2020-09-10 14:26:00,921,16
OK,2020-09-10 18:47:00,922,16
OK,2020-09-12 10:56:00,923,12
OK,2020-09-12 14:50:00,924,16
Maintenance,2020-09-14 09:50:00,925,1
OK,2020-09-14 10:40:00,926,12
OK,2020-09-14 13:31:00,927,16
OK,2020-09-14 16:02:00,928,16
OK,2020-09-15 08:38:00,929,12
OK,2020-09-15 10:13:00,930,8
FAILED,2020-09-15 12:54:00,931,17
OK,2020-09-16 15:41:00,932,12
OK,2020-09-16 21:19:00,933,16
OK,2020-09-17 09:28:00,934,12
OK,2020-09-17 11:44:00,935,17
OK,2020-09-17 16:58:00,936,16
OK,2020-09-18 09:45:00,937,12
OK,2020-09-18 15:22:00,938,16
OK,2020-09-19 10:54:00,939,12
OK,2020-09-19 15:25:00,940,17
OK,2020-09-19 19:03:00,941,17
Maintenance,2020-09-21 08:28:00,942,2
Maintenance,2020-09-21 09:16:00,943,1
OK,2020-09-21 10:19:00,944,12
OK,2020-09-21 16:03:00,945,17
OK,2020-09-21 20:50:00,946,16
OK,2020-09-21 23:09:00,947,16
OK,2020-09-22 08:20:00,948,12
OK,2020-09-22 09:48:00,949,8
FAILED,2020-09-22 11:45:00,950,16
OK,2020-09-22 17:44:00,951,17
OK,2020-09-22 21:20:00,952,16
Maintenance,2020-09-23 13:12:00,953,2
Maintenance,2020-09-23 13:48:00,954,1
OK,2020-09-23 15:14:00,955,12
OK,2020-09-23 15:56:00,956,12
OK,2020-09-23 18:44:00,957,17
OK,2020-09-23 21:07:00,958,17
Maintenance,2020-09-24 08:12:00,959,2
Maintenance,2020-09-24 08:52:00,960,1
OK,2020-09-24 13:18:00,961,17
OK,2020-09-24 16:14:00,962,17
OK,2020-09-24 21:11:00,963,17
FAILED,2020-09-25 07:47:00,964,16
OK,2020-09-25 11:13:00,965,12
FAILED,2020-09-25 12:20:00,966,16
OK,2020-09-25 14:50:00,967,16
OK,2020-09-25 19:39:00,968,16
Maintenance,2020-09-26 12:33:00,969,2
Maintenance,2020-09-26 13:14:00,970,1
OK,2020-09-26 14:11:00,971,12
OK,2020-09-26 17:13:00,972,17
OK,2020-09-26 20:49:00,973,17
Maintenance,2020-09-28 08:55:00,974,2
Maintenance,2020-09-28 09:36:00,975,1
OK,2020-09-28 10:26:00,976,12
OK,2020-09-28 13:18:00,977,16
OK,2020-09-28 19:43:00,978,17
OK,2020-09-28 22:03:00,979,16
Maintenance,2020-09-29 08:37:00,980,2
Maintenance,2020-09-29 09:18:00,981,1
OK,2020-09-29 10:06:00,982,12
OK,2020-09-29 12:32:00,983,16
OK,2020-09-29 14:44:00,984,16
OK,2020-09-29 17:29:00,985,17
OK,2020-09-29 19:29:00,986,8
OK,2020-09-29 22:24:00,987,16
Maintenance,2020-09-30 15:02:00,988,2
Maintenance,2020-09-30 15:41:00,989,1
OK,2020-09-30 16:32:00,990,12
OK,2020-09-30 19:20:00,991,17
OK,2020-09-30 21:44:00,992,17
OK,2020-10-01 08:47:00,993,12
OK,2020-10-01 11:04:00,994,8
OK,2020-10-01 15:28:00,995,16
OK,2020-10-01 17:49:00,996,16
OK,2020-10-01 20:32:00,997,17
OK,2020-10-01 23:21:00,998,16
Maintenance,2020-10-02 10:34:00,999,2
Maintenance,2020-10-02 11:14:00,1000,1
OK,2020-10-02 14:14:00,1001,12
OK,2020-10-02 16:51:00,1002,17
OK,2020-10-05 12:14:00,1003,12
OK,2020-10-05 16:03:00,1004,16
OK,2020-10-05 19:14:00,1005,16
OK,2020-10-05 21:35:00,1006,16
OK,2020-10-06 08:34:00,1007,12
OK,2020-10-06 10:00:00,1008,8
OK,2020-10-06 14:32:00,1009,16
OK,2020-10-07 08:48:00,1010,12
OK,2020-10-07 13:54:00,1011,17
OK,2020-10-08 08:35:00,1012,12
OK,2020-10-08 13:51:00,1013,17
OK,2020-10-08 16:54:00,1014,16
OK,2020-10-08 19:19:00,1015,16
OK,2020-10-08 22:17:00,1016,16
Maintenance,2020-10-09 09:40:00,1017,2
Maintenance,2020-10-09 10:30:00,1018,1
OK,2020-10-09 11:53:00,1019,12
OK,2020-10-09 16:11:00,1020,21
OK,2020-10-09 20:56:00,1021,21
OK,2020-10-10 14:22:00,1022,12
OK,2020-10-10 17:42:00,1023,21
OK,2020-10-10 20:37:00,1024,17
OK,2020-10-10 23:23:00,1025,16
Maintenance,2020-10-12 09:16:00,1026,1
Maintenance,2020-10-12 10:11:00,1027,2
OK,2020-10-12 11:04:00,1028,12
OK,2020-10-12 13:51:00,1029,16
OK,2020-10-12 20:18:00,1030,21
OK,2020-10-12 22:54:00,1031,16
Maintenance,2020-10-13 08:38:00,1032,2
Maintenance,2020-10-13 09:16:00,1033,1
OK,2020-10-13 10:03:00,1034,12
OK,2020-10-13 12:11:00,1035,16
OK,2020-10-13 16:48:00,1036,8
OK,2020-10-13 21:19:00,1037,16
OK,2020-10-14 09:11:00,1038,12
OK,2020-10-14 12:34:00,1039,17
OK,2020-10-14 15:36:00,1040,17
OK,2020-10-14 18:23:00,1041,17
OK,2020-10-14 21:30:00,1042,17
OK,2020-10-15 10:42:00,1043,12
OK,2020-10-15 18:31:00,1044,16
OK,2020-10-15 23:49:00,1045,17
OK,2020-10-16 10:27:00,1046,12
OK,2020-10-16 13:52:00,1047,16
OK,2020-10-16 18:42:00,1048,16
OK,2020-10-16 21:06:00,1049,17
OK,2020-10-16 23:29:00,1050,17
Maintenance,2020-10-17 15:37:00,1051,2
Maintenance,2020-10-17 16:20:00,1052,1
OK,2020-10-17 17:10:00,1053,12
OK,2020-10-17 20:14:00,1054,17
OK,2020-10-17 22:31:00,1055,17
OK,2020-10-18 09:31:00,1056,12
OK,2020-10-18 15:19:00,1057,17
Maintenance,2020-10-19 08:39:00,1058,1
OK,2020-10-19 09:32:00,1059,12
OK,2020-10-19 13:05:00,1060,16
OK,2020-10-19 18:00:00,1061,16
OK,2020-10-19 21:20:00,1062,16
OK,2020-10-20 08:48:00,1063,12
OK,2020-10-20 10:49:00,1064,8
OK,2020-10-20 15:11:00,1065,16
OK,2020-10-20 18:00:00,1066,16
OK,2020-10-20 20:30:00,1067,17
OK,2020-10-21 09:09:00,1068,12
OK,2020-10-21 18:20:00,1069,16
OK,2020-10-21 22:35:00,1070,17
OK,2020-10-22 09:11:00,1071,12
OK,2020-10-22 11:52:00,1072,17
OK,2020-10-22 15:16:00,1073,17
OK,2020-10-22 18:36:00,1074,16
OK,2020-10-22 21:39:00,1075,17
OK,2020-10-23 08:23:00,1076,12
OK,2020-10-23 11:06:00,1077,17
OK,2020-10-23 14:55:00,1078,17
OK,2020-10-23 17:29:00,1079,16
OK,2020-10-23 20:31:00,1080,17
OK,2020-10-23 22:54:00,1081,16
OK,2020-10-24 09:57:00,1082,12
FAILED,2020-10-24 12:35:00,1083,17
OK,2020-10-24 14:53:00,1084,17
OK,2020-10-24 19:57:00,1085,17
OK,2020-10-24 22:10:00,1086,17
Maintenance,2020-10-26 09:28:00,1087,1
OK,2020-10-26 10:32:00,1088,12
OK,2020-10-26 12:38:00,1089,17
OK,2020-10-26 15:43:00,1090,16
OK,2020-10-26 18:35:00,1091,16
OK,2020-10-27 08:41:00,1092,12
OK,2020-10-27 11:43:00,1093,17
OK,2020-10-27 15:29:00,1094,16
OK,2020-10-27 18:16:00,1095,8
OK,2020-10-29 08:35:00,1096,12
OK,2020-10-29 11:53:00,1097,16
OK,2020-10-29 14:12:00,1098,16
OK,2020-10-29 16:39:00,1099,17
OK,2020-10-30 07:40:00,1100,12
OK,2020-10-30 10:33:00,1101,17
OK,2020-10-30 17:12:00,1102,16
OK,2020-10-30 21:23:00,1103,16
OK,2020-10-31 00:06:00,1104,17
OK,2020-10-31 08:58:00,1105,12
OK,2020-10-31 11:58:00,1106,16
OK,2020-10-31 14:55:00,1107,16
OK,2020-10-31 20:05:00,1108,16
OK,2020-11-01 11:14:00,1109,12
OK,2020-11-01 13:26:00,1110,8
OK,2020-11-01 15:45:00,1111,17
Maintenance,2020-11-02 09:09:00,1112,1
OK,2020-11-02 10:18:00,1113,12
OK,2020-11-02 12:46:00,1114,16
OK,2020-11-02 17:42:00,1115,16
OK,2020-11-03 08:11:00,1116,12
OK,2020-11-03 10:23:00,1117,16
OK,2020-11-03 13:04:00,1118,17
OK,2020-11-03 15:27:00,1119,17
OK,2020-11-03 18:14:00,1120,16
OK,2020-11-03 20:53:00,1121,16
OK,2020-11-03 22:55:00,1122,8
OK,2020-11-04 08:33:00,1123,12
OK,2020-11-04 10:39:00,1124,17
OK,2020-11-04 15:25:00,1125,17
OK,2020-11-04 19:03:00,1126,17
OK,2020-11-04 21:56:00,1127,16
OK,2020-11-05 09:43:00,1128,12
OK,2020-11-05 12:29:00,1129,16
OK,2020-11-05 18:02:00,1130,16
FAILED,2020-11-05 20:40:00,1131,16
OK,2020-11-06 15:17:00,1132,12
OK,2020-11-06 17:37:00,1133,16
OK,2020-11-06 20:16:00,1134,16
OK,2020-11-06 22:45:00,1135,16
OK,2020-11-07 01:21:00,1136,12
OK,2020-11-07 03:30:00,1137,17
OK,2020-11-07 06:01:00,1138,17
OK,2020-11-07 11:45:00,1139,16
OK,2020-11-08 10:09:00,1140,12
OK,2020-11-08 12:44:00,1141,16
OK,2020-11-08 15:47:00,1142,16
OK,2020-11-09 08:37:00,1143,12
Maintenance,2020-11-09 14:17:00,1144,1
OK,2020-11-09 16:33:00,1145,16
OK,2020-11-09 19:23:00,1146,16
OK,2020-11-09 22:05:00,1147,17
OK,2020-11-10 00:28:00,1148,16
OK,2020-11-10 08:34:00,1149,12
OK,2020-11-10 11:09:00,1150,17
OK,2020-11-10 13:12:00,1151,8
FAILED,2020-11-10 15:50:00,1152,21
FAILED,2020-11-10 19:35:00,1153,21
OK,2020-11-10 22:05:00,1154,16
OK,2020-11-11 08:37:00,1155,12
OK,2020-11-11 10:56:00,1156,17
FAILED,2020-11-11 18:26:00,1157,16
OK,2020-11-11 23:17:00,1158,16
OK,2020-11-12 09:41:00,1159,12
OK,2020-11-12 12:20:00,1160,16
OK,2020-11-12 15:06:00,1161,16
OK,2020-11-12 18:07:00,1162,16
OK,2020-11-12 20:40:00,1163,16
OK,2020-11-13 00:27:00,1164,16
OK,2020-11-13 16:59:00,1165,12
OK,2020-11-13 19:21:00,1166,16
OK,2020-11-13 22:07:00,1167,16
OK,2020-11-14 11:30:00,1168,12
OK,2020-11-14 15:59:00,1169,17
OK,2020-11-14 18:50:00,1170,16
OK,2020-11-14 21:39:00,1171,16
Maintenance,2020-11-15 08:47:00,1172,2
Maintenance,2020-11-15 09:29:00,1173,1
OK,2020-11-15 10:32:00,1174,12
OK,2020-11-15 16:03:00,1175,17
OK,2020-11-15 19:42:00,1176,17
Maintenance,2020-11-16 09:51:00,1177,1
OK,2020-11-16 10:42:00,1178,12
OK,2020-11-16 13:45:00,1179,16
FAILED,2020-11-16 16:27:00,1180,21
OK,2020-11-16 18:20:00,1181,3
OK,2020-11-16 20:32:00,1182,16
OK,2020-11-17 09:34:00,1183,12
OK,2020-11-17 11:50:00,1184,16
OK,2020-11-17 13:39:00,1185,8
OK,2020-11-17 15:49:00,1186,16
FAILED,2020-11-17 18:20:00,1187,21
FAILED,2020-11-17 21:31:00,1188,21
OK,2020-11-18 06:58:00,1189,12
OK,2020-11-18 09:29:00,1190,16
FAILED,2020-11-18 12:39:00,1191,21
OK,2020-11-18 14:43:00,1192,16
FAILED,2020-11-18 17:36:00,1193,21
OK,2020-11-18 22:36:00,1194,16
Maintenance,2020-11-19 04:37:00,1195,1
Maintenance,2020-11-19 05:29:00,1196,1
Maintenance,2020-11-19 06:18:00,1197,1
OK,2020-11-19 07:15:00,1198,12
OK,2020-11-19 08:05:00,1199,12
OK,2020-11-19 08:54:00,1200,12
OK,2020-11-19 12:30:00,1201,17
OK,2020-11-19 14:54:00,1202,17
OK,2020-11-19 17:23:00,1203,17
OK,2020-11-19 20:13:00,1204,16
OK,2020-11-19 23:05:00,1205,16
Maintenance,2020-11-20 03:43:00,1206,2
Maintenance,2020-11-20 04:37:00,1207,1
OK,2020-11-20 05:56:00,1208,12
OK,2020-11-20 09:14:00,1209,17
OK,2020-11-20 11:27:00,1210,16
OK,2020-11-20 14:16:00,1211,16
OK,2020-11-20 17:15:00,1212,17
OK,2020-11-20 20:03:00,1213,17
OK,2020-11-20 22:35:00,1214,16
Maintenance,2020-11-21 01:57:00,1215,2
OK,2020-11-21 03:29:00,1216,12
OK,2020-11-21 06:20:00,1217,17
OK,2020-11-21 08:44:00,1218,17
OK,2020-11-21 20:47:00,1219,17
OK,2020-11-22 00:05:00,1220,16
Maintenance,2020-11-22 03:03:00,1221,2
Maintenance,2020-11-22 03:46:00,1222,1
OK,2020-11-22 04:39:00,1223,12
OK,2020-11-22 07:49:00,1224,17
OK,2020-11-22 15:36:00,1225,17
Maintenance,2020-11-23 08:03:00,1226,1
OK,2020-11-23 09:01:00,1227,12
OK,2020-11-23 12:33:00,1228,16
OK,2020-11-23 14:57:00,1229,16
OK,2020-11-23 17:03:00,1230,17
OK,2020-11-23 19:29:00,1231,17
OK,2020-11-23 21:35:00,1232,16
OK,2020-11-23 23:48:00,1233,16
OK,2020-11-24 10:18:00,1234,12
OK,2020-11-24 12:38:00,1235,16
OK,2020-11-24 14:31:00,1236,8
OK,2020-11-24 19:22:00,1237,17
OK,2020-11-24 22:00:00,1238,16
OK,2020-11-25 00:17:00,1239,17
OK,2020-11-25 10:25:00,1240,12
OK,2020-11-25 12:44:00,1241,17
OK,2020-11-25 15:53:00,1242,16
